f1,accuracy,precision,recall
0.00014893023534029033,0.00856140350877193,7.510266595996289e-05,0.008771929824561403
0.3158741659211498,0.3242456140350877,0.3153559127826716,0.32468542550320484
0.2964671951136275,0.3143859649122807,0.3035971930179249,0.31508818011159334
0.009288330883187364,0.03031578947368421,0.013009815443239332,0.030321102507402258
